################################################################
# ThreatFox IOCs: recent additions - CSV format                #
# Last updated: 2026-03-15 04:51:02 UTC                        #
#                                                              #
# Terms Of Use: https://threatfox.abuse.ch/faq/#tos            #
# For questions please contact threatfox [at] abuse.ch         #
################################################################
#
# "first_seen_utc","ioc_id","ioc_value","ioc_type","threat_type","fk_malware","malware_alias","malware_printable","last_seen_utc","confidence_level","is_compromised","reference","tags","anonymous","reporter"
"2026-03-15 03:31:40", "1766748", "nursahcanli.com", "domain", "payload_delivery", "win.strelastealer", "None", "StrelaStealer", "", "100", "True", "None", "StrelaStealer", "0", "threatcat_ch"
"2026-03-15 03:31:25", "1766747", "gate-v9-entry.petitniveaux.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-15 03:31:56", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-03-15 03:24:52", "1766746", "dev-x7-host.petitniveaux.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-15 03:25:37", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-03-15 03:15:55", "1766745", "api-v0-remote.petitniveaux.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-15 03:16:25", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-03-15 03:06:56", "1766744", "nuphizeta.nuphizeta.org", "domain", "payload_delivery", "win.strelastealer", "None", "StrelaStealer", "", "100", "True", "None", "StrelaStealer", "0", "threatcat_ch"
"2026-03-15 03:02:39", "1766743", "nuovimondi.involucra.it", "domain", "payload_delivery", "win.strelastealer", "None", "StrelaStealer", "", "100", "True", "None", "StrelaStealer", "0", "threatcat_ch"
"2026-03-15 02:57:48", "1766742", "cloud-z1-store.petitniveaux.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-15 02:58:07", "100", "False", "None", "ClearFake", "1", "ttakvam"
"2026-03-15 02:49:33", "1766741", "core-x2-sync.schnellerechner.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-15 02:49:42", "100", "False", "None", "ClearFake", "1", "ttakvam"
"2026-03-15 02:44:22", "1766740", "web-901-proxy.schnellerechner.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-15 02:45:17", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-03-15 02:42:35", "1766739", "mta.al-amien.ac.id", "domain", "payload_delivery", "win.strelastealer", "None", "StrelaStealer", "", "100", "True", "None", "StrelaStealer", "0", "threatcat_ch"
"2026-03-15 02:39:04", "1766738", "app-v4-data.schnellerechner.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-15 02:39:16", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-03-15 02:37:21", "1766730", "nuevopilates.com.ar", "domain", "payload_delivery", "win.strelastealer", "None", "StrelaStealer", "", "100", "True", "None", "StrelaStealer", "0", "threatcat_ch"
"2026-03-15 02:27:15", "1766725", "infra-static-z.vittoriaviva.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-15 02:28:00", "100", "False", "None", "ClearFake", "1", "ttakvam"
"2026-03-15 02:21:22", "1766724", "dist-v8-cache.vittoriaviva.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-15 02:22:51", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-03-15 02:09:56", "1766723", "sync-01-edge.vittoriaviva.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-15 02:10:03", "100", "False", "None", "ClearFake", "1", "ttakvam"
"2026-03-15 02:01:15", "1766722", "nuet.cn", "domain", "payload_delivery", "win.strelastealer", "None", "StrelaStealer", "", "100", "True", "None", "StrelaStealer", "0", "threatcat_ch"
"2026-03-15 01:55:01", "1766721", "node-b92-auth.vittoriaviva.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-15 01:55:58", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-03-15 01:46:29", "1766720", "nspj.lebork.pl", "domain", "payload_delivery", "win.strelastealer", "None", "StrelaStealer", "", "100", "True", "None", "StrelaStealer", "0", "threatcat_ch"
"2026-03-15 01:45:50", "1766719", "main-point-v.silberstrom.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-15 01:47:10", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-03-15 01:40:19", "1766718", "data-sync-01.silberstrom.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-15 01:40:57", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-03-15 01:26:56", "1766716", "gate-proxy-x.silberstrom.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-15 01:28:20", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-03-15 01:01:37", "1766715", "infra-web-v2.silberstrom.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-15 01:02:41", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-03-15 00:59:16", "1766714", "npodigital.com.br", "domain", "payload_delivery", "win.strelastealer", "None", "StrelaStealer", "", "100", "True", "None", "StrelaStealer", "0", "threatcat_ch"
"2026-03-15 00:55:12", "1766713", "sat-uplink-0.vitaserena.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-15 00:55:41", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-03-15 00:50:09", "1766712", "rock-core-z4.vitaserena.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-15 00:50:56", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-03-15 00:44:53", "1766711", "npcc-uae.com", "domain", "payload_delivery", "win.strelastealer", "None", "StrelaStealer", "", "100", "True", "None", "StrelaStealer", "0", "threatcat_ch"
"2026-03-15 00:43:04", "1766706", "steel-base-x.vitaserena.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-15 00:44:12", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-03-15 00:41:09", "1766703", "moon-orbit-v1.vitaserena.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-15 00:41:25", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-03-15 00:36:07", "1766702", "open-space-z.espacesombre.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-15 00:36:59", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-03-15 00:28:31", "1766701", "vast-field-1.espacesombre.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-15 00:29:00", "100", "False", "None", "ClearFake", "1", "ttakvam"
"2026-03-15 00:14:58", "1766700", "area-zone-v3.espacesombre.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-15 00:16:16", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-03-15 00:11:27", "1766699", "outer-rim-09.espacesombre.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-15 00:12:35", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-03-15 00:06:57", "1766698", "vision-sync-v.kaltemech.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-15 00:08:06", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-03-15 00:02:45", "1766691", "scan-point-2.kaltemech.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-15 00:03:45", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-03-15 00:02:00", "1766690", "168.245.203.37:3790", "ip:port", "botnet_cc", "win.meterpreter", "None", "Meterpreter", "", "100", "False", "https://search.censys.io/hosts/168.245.203.37", "AS58580,C2,censys,FASTRACK,hacktool,MetaSploit,Meterpreter", "0", "DonPasci"
"2026-03-15 00:01:59", "1766689", "196.75.165.144:2222", "ip:port", "botnet_cc", "win.meterpreter", "None", "Meterpreter", "", "100", "False", "https://search.censys.io/hosts/196.75.165.144", "AS36903,C2,censys,hacktool,MetaSploit,Meterpreter,MT-MPLS", "0", "DonPasci"
"2026-03-15 00:01:58", "1766688", "168.245.203.41:3790", "ip:port", "botnet_cc", "win.meterpreter", "None", "Meterpreter", "", "100", "False", "https://search.censys.io/hosts/168.245.203.41", "AS58580,C2,censys,FASTRACK,hacktool,MetaSploit,Meterpreter", "0", "DonPasci"
"2026-03-15 00:01:31", "1766687", "31.57.112.8:8080", "ip:port", "botnet_cc", "win.quasar_rat", "CinaRAT,QuasarRAT,Yggdrasil", "Quasar RAT", "", "100", "False", "https://search.censys.io/hosts/31.57.112.8", "AS216221,C2,censys,Quasar,RAT,XENIAHOSTING", "0", "DonPasci"
"2026-03-15 00:01:22", "1766686", "137.184.38.192:8088", "ip:port", "botnet_cc", "win.asyncrat", "None", "AsyncRAT", "", "100", "False", "https://search.censys.io/hosts/137.184.38.192", "AS14061,AsyncRAT,C2,censys,DIGITALOCEAN-ASN,RAT", "0", "DonPasci"
"2026-03-15 00:01:11", "1766685", "34.235.124.31:443", "ip:port", "botnet_cc", "win.sliver", "None", "Sliver", "", "100", "False", "https://search.censys.io/hosts/34.235.124.31", "AMAZON-AES,AS14618,C2,censys,Sliver", "0", "DonPasci"
"2026-03-15 00:01:06", "1766684", "107.175.148.79:2404", "ip:port", "botnet_cc", "win.remcos", "RemcosRAT,Remvio,Socmer", "Remcos", "", "100", "False", "https://search.censys.io/hosts/107.175.148.79", "AS-COLOCROSSING,AS36352,C2,censys,RAT,Remcos", "0", "DonPasci"
"2026-03-15 00:01:05", "1766683", "172.111.139.201:2405", "ip:port", "botnet_cc", "win.remcos", "RemcosRAT,Remvio,Socmer", "Remcos", "", "100", "False", "https://search.censys.io/hosts/172.111.139.201", "AS212238,C2,CDNEXT,censys,RAT,Remcos", "0", "DonPasci"
"2026-03-15 00:00:45", "1766682", "156.234.205.157:48711", "ip:port", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "100", "False", "https://search.censys.io/hosts/156.234.205.157", "AS138415,C2,censys,CobaltStrike,cs-watermark-987654321,YANCYLIMITED-AS-HK", "0", "DonPasci"
"2026-03-14 23:57:57", "1766681", "light-bridge-x.kaltemech.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-14 23:58:42", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-03-14 23:55:26", "1766680", "dark-room-v5.kaltemech.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-14 23:55:56", "100", "False", "None", "ClearFake", "1", "ttakvam"
"2026-03-14 23:51:19", "1766679", "novoeen.designconsult.com.br", "domain", "payload_delivery", "win.strelastealer", "None", "StrelaStealer", "", "100", "True", "None", "StrelaStealer", "0", "threatcat_ch"
"2026-03-14 23:42:33", "1766671", "novo.danubiahelmich.com", "domain", "payload_delivery", "win.strelastealer", "None", "StrelaStealer", "", "100", "True", "None", "StrelaStealer", "0", "threatcat_ch"
"2026-03-14 23:40:42", "1766667", "user-auth-x3.fiumeveloce.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-14 23:41:33", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-03-14 23:35:40", "1766663", "novo.sicilianobalancas.com.br", "domain", "payload_delivery", "win.strelastealer", "None", "StrelaStealer", "", "100", "True", "None", "StrelaStealer", "0", "threatcat_ch"
"2026-03-14 23:35:22", "1766662", "core-shell-z8.fiumeveloce.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-14 23:35:45", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-03-14 23:29:01", "1766657", "novo.midiaestrela.com.br", "domain", "payload_delivery", "win.strelastealer", "None", "StrelaStealer", "", "100", "True", "None", "StrelaStealer", "0", "threatcat_ch"
"2026-03-14 23:23:55", "1766653", "alpha-trace-v.fiumeveloce.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-14 23:24:03", "100", "False", "None", "ClearFake", "1", "ttakvam"
"2026-03-14 23:20:39", "1766648", "point-entry-4.grandestat.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-14 23:21:38", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-03-14 23:15:26", "1766641", "data-base-v5.grandestat.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-14 23:15:29", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-03-14 23:10:27", "1766635", "base-infra-99.grandestat.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-14 23:11:05", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-03-14 23:09:42", "1766632", "okos-redony.hu", "domain", "payload_delivery", "win.strelastealer", "None", "StrelaStealer", "", "100", "True", "None", "StrelaStealer", "0", "threatcat_ch"
"2026-03-14 23:05:56", "1766617", "global-net-v1.grandestat.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-14 23:07:13", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-03-14 23:01:42", "1766604", "94.156.179.152:62064", "ip:port", "botnet_cc", "win.xworm", "None", "XWorm", "", "100", "False", "https://tria.ge/260314-1czwtsgs4q", "XWorm", "0", "dyingbreeds_"
"2026-03-14 23:00:31", "1766601", "Kaka56436346-61220.portmap.host", "domain", "botnet_cc", "win.quasar_rat", "CinaRAT,QuasarRAT,Yggdrasil", "Quasar RAT", "", "100", "False", "https://tria.ge/260314-1c9e9sgs5p", "quasar", "0", "dyingbreeds_"
"2026-03-14 23:00:20", "1766599", "probandonuevodomicolombia.cfd", "domain", "botnet_cc", "win.remcos", "RemcosRAT,Remvio,Socmer", "Remcos", "", "100", "False", "https://tria.ge/260314-zgzwysfx5k", "Remcos", "0", "dyingbreeds_"
"2026-03-14 23:00:15", "1766598", "connor223-53497.portmap.host", "domain", "botnet_cc", "win.remcos", "RemcosRAT,Remvio,Socmer", "Remcos", "", "100", "False", "https://tria.ge/260314-zl66tsfx9m", "Remcos", "0", "dyingbreeds_"
"2026-03-14 22:56:57", "1766596", "novi.stadionshoppingcenter.rs", "domain", "payload_delivery", "win.strelastealer", "None", "StrelaStealer", "", "100", "True", "None", "StrelaStealer", "0", "threatcat_ch"
"2026-03-14 22:55:33", "1766592", "local-hub-x9.mondolibre.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-14 22:56:43", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-03-14 22:50:45", "1766582", "novgorod-electro.ru", "domain", "payload_delivery", "win.strelastealer", "None", "StrelaStealer", "", "100", "True", "None", "StrelaStealer", "0", "threatcat_ch"
"2026-03-14 22:50:22", "1766581", "sixershost.duckdns.org", "domain", "botnet_cc", "win.nanocore", "Nancrat,NanoCore", "Nanocore RAT", "", "75", "False", "https://bazaar.abuse.ch/sample/0caacc324e93026344068c2d7ea168c5b87b58640e98cb1f657230a8436d9765/", "nanocore", "0", "abuse_ch"
"2026-03-14 22:45:04", "1766572", "192.169.69.25:57222", "ip:port", "botnet_cc", "win.nanocore", "Nancrat,NanoCore", "Nanocore RAT", "", "100", "False", "None", "NanoCore,RAT", "0", "abuse_ch"
"2026-03-14 22:44:08", "1766571", "novazelandiadestino.com.br", "domain", "payload_delivery", "win.strelastealer", "None", "StrelaStealer", "", "100", "True", "None", "StrelaStealer", "0", "threatcat_ch"
"2026-03-14 22:36:31", "1766558", "novasanjose.com", "domain", "payload_delivery", "win.strelastealer", "None", "StrelaStealer", "", "100", "True", "None", "StrelaStealer", "0", "threatcat_ch"
"2026-03-14 22:29:53", "1766546", "power-link-z5.mondolibre.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-14 22:40:28", "100", "False", "None", "ClearFake", "1", "ttakvam"
"2026-03-14 22:28:29", "1766543", "novaesprojetos.com", "domain", "payload_delivery", "win.strelastealer", "None", "StrelaStealer", "", "100", "True", "None", "StrelaStealer", "0", "threatcat_ch"
"2026-03-14 22:13:35", "1766527", "notuniversal.com", "domain", "payload_delivery", "win.strelastealer", "None", "StrelaStealer", "", "100", "True", "None", "StrelaStealer", "0", "threatcat_ch"
"2026-03-14 22:00:44", "1766524", "ib8ma0a3.goldbox.digital", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-03-14 21:59:41", "1766523", "app-data-hub.fortezzarossa.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-14 22:23:19", "100", "False", "None", "ClearFake", "1", "ttakvam"
"2026-03-14 21:58:46", "1766522", "notes.lexieowen.com", "domain", "payload_delivery", "win.strelastealer", "None", "StrelaStealer", "", "100", "True", "None", "StrelaStealer", "0", "threatcat_ch"
"2026-03-14 21:42:54", "1766519", "notaryinedmonton.ca", "domain", "payload_delivery", "win.strelastealer", "None", "StrelaStealer", "", "100", "True", "None", "StrelaStealer", "0", "threatcat_ch"
"2026-03-14 21:36:18", "1766517", "kl0ub3sc.goldbox.digital", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "", "100", "False", "None", "clearfake", "1", "ttakvam"
"2026-03-14 21:25:30", "1766511", "notarishoeve8.nl", "domain", "payload_delivery", "win.strelastealer", "None", "StrelaStealer", "", "100", "True", "None", "StrelaStealer", "0", "threatcat_ch"
"2026-03-14 21:20:11", "1766505", "data-sync-x9.metallocielo.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-14 21:41:50", "100", "False", "None", "ClearFake", "1", "ttakvam"
"2026-03-14 21:14:58", "1766498", "nossaarquitetura.com.br", "domain", "payload_delivery", "win.strelastealer", "None", "StrelaStealer", "", "100", "True", "None", "StrelaStealer", "0", "threatcat_ch"
"2026-03-14 21:14:20", "1766497", "gate-proxy-z.metallocielo.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-14 21:36:35", "100", "False", "None", "ClearFake", "1", "ttakvam"
"2026-03-14 20:52:27", "1766479", "rock-core-v2.grandevision.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-14 21:12:04", "100", "False", "None", "ClearFake", "1", "ttakvam"
"2026-03-14 20:37:38", "1766477", "moon-orbit-x.grandevision.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-14 20:55:36", "100", "False", "None", "ClearFake", "1", "ttakvam"
"2026-03-14 20:25:45", "1766474", "nonalaligne18.fr", "domain", "payload_delivery", "win.strelastealer", "None", "StrelaStealer", "", "100", "True", "None", "StrelaStealer", "0", "threatcat_ch"
"2026-03-14 20:19:37", "1766473", "vast-field-z.silberpfad.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-14 20:33:32", "100", "False", "None", "ClearFake", "1", "ttakvam"
"2026-03-14 20:14:55", "1766470", "area-zone-99.silberpfad.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-14 20:26:40", "100", "False", "None", "ClearFake", "1", "ttakvam"
"2026-03-14 20:08:14", "1766469", "outer-rim-v1.silberpfad.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-03-14 20:20:25", "100", "False", "None", "ClearFake", "1", "ttakvam"
"2026-03-14 20:07:23", "1766468", "nomad-lille.fr", "domain", "payload_delivery", "win.strelastealer", "None", "StrelaStealer", "", "100", "True", "None", "StrelaStealer", "0", "threatcat_ch"
"2026-03-14 20:03:23", "1766466", "nokcuisine.nokviews.com", "domain", "payload_delivery", "win.strelastealer", "None", "StrelaStealer", "", "100", "True", "None", "StrelaStealer", "0", "threatcat_ch"
"2026-03-14 20:01:38", "1766465", "52.67.113.111:443", "ip:port", "botnet_cc", "win.havoc", "Havokiz", "Havoc", "", "100", "False", "https://search.censys.io/hosts/52.67.113.111", "AMAZON-02,AS16509,C2,censys,Havoc", "0", "DonPasci"
"2026-03-14 20:01:36", "1766464", "185.241.208.20:4782", "ip:port", "botnet_cc", "win.quasar_rat", "CinaRAT,QuasarRAT,Yggdrasil", "Quasar RAT", "", "100", "False", "https://search.censys.io/hosts/185.241.208.20", "028f45e8dd4f225cb46a7d8003745a3a7f55d3a0,AS210558,C2,censys,Quasar,RAT", "0", "DonPasci"
"2026-03-14 20:01:34", "1766462", "www.zg92k9yc.shop", "domain", "botnet_cc", "win.quasar_rat", "CinaRAT,QuasarRAT,Yggdrasil", "Quasar RAT", "", "100", "False", "https://search.censys.io/hosts/118.107.47.86+www.zg92k9yc.shop", "AS152194,C2,censys,CTGSERVERLIMITED-AS-AP,Quasar,RAT", "0", "DonPasci"
"2026-03-14 20:01:34", "1766463", "www.y04bab68.shop", "domain", "botnet_cc", "win.quasar_rat", "CinaRAT,QuasarRAT,Yggdrasil", "Quasar RAT", "", "100", "False", "https://search.censys.io/hosts/118.107.47.86+www.y04bab68.shop", "AS152194,C2,censys,CTGSERVERLIMITED-AS-AP,Quasar,RAT", "0", "DonPasci"
"2026-03-14 20:01:33", "1766461", "www.do36ksjq.shop", "domain", "botnet_cc", "win.quasar_rat", "CinaRAT,QuasarRAT,Yggdrasil", "Quasar RAT", "", "100", "False", "https://search.censys.io/hosts/118.107.47.86+www.do36ksjq.shop", "AS152194,C2,censys,CTGSERVERLIMITED-AS-AP,Quasar,RAT", "0", "DonPasci"
"2026-03-14 20:01:32", "1766459", "www.qaopv88w.shop", "domain", "botnet_cc", "win.quasar_rat", "CinaRAT,QuasarRAT,Yggdrasil", "Quasar RAT", "", "100", "False", "https://search.censys.io/hosts/118.107.47.86+www.qaopv88w.shop", "AS152194,C2,censys,CTGSERVERLIMITED-AS-AP,Quasar,RAT", "0", "DonPasci"
"2026-03-14 20:01:32", "1766460", "www.0775c2nd.shop", "domain", "botnet_cc", "win.quasar_rat", "CinaRAT,QuasarRAT,Yggdrasil", "Quasar RAT", "", "100", "False", "https://search.censys.io/hosts/118.107.47.86+www.0775c2nd.shop", "AS152194,C2,censys,CTGSERVERLIMITED-AS-AP,Quasar,RAT", "0", "DonPasci"
