# IPsum Threat Intelligence Feed
# (https://github.com/stamparm/ipsum)
#
# Last update: Sun, 15 Mar 2026 03:00:31 +0100
#
# IP	number of (black)lists
#
122.160.30.100	5
122.160.187.31	5
122.166.49.42	5
122.175.36.92	5
122.176.115.34	5
122.187.230.169	5
122.228.228.86	5
123.48.142.249	5
123.58.207.140	5
123.58.210.86	5
123.58.213.117	5
123.58.213.127	5
123.58.213.128	5
123.58.215.102	5
123.60.47.22	5
123.139.116.244	5
123.160.164.62	5
123.187.241.160	5
124.7.227.98	5
124.13.221.115	5
124.70.44.228	5
124.70.97.100	5
124.70.107.30	5
124.70.111.201	5
124.88.218.97	5
124.109.2.211	5
124.155.125.131	5
124.198.131.24	5
124.225.66.97	5
124.226.216.189	5
124.228.34.69	5
124.232.199.66	5
124.236.76.72	5
124.251.110.186	5
125.17.185.94	5
125.19.206.54	5
125.75.110.72	5
125.91.17.41	5
125.94.106.195	5
125.94.107.91	5
125.122.26.184	5
125.122.29.189	5
125.124.42.183	5
125.124.92.11	5
125.124.149.14	5
125.124.178.223	5
125.124.183.254	5
125.138.175.113	5
125.139.124.120	5
125.140.145.62	5
128.1.38.169	5
128.1.44.162	5
128.1.131.163	5
128.1.132.137	5
128.185.220.122	5
128.185.235.110	5
128.199.85.211	5
128.199.191.36	5
128.203.204.199	5
129.28.12.206	5
129.222.203.37	5
129.226.172.185	5
130.61.34.145	5
130.162.132.75	5
130.250.191.199	5
130.250.191.200	5
130.250.191.201	5
130.250.191.204	5
130.250.230.127	5
131.148.0.202	5
131.161.219.137	5
133.18.105.94	5
133.117.76.172	5
134.122.177.2	5
134.199.150.108	5
134.199.160.125	5
134.209.6.130	5
134.209.17.179	5
134.209.83.212	5
134.209.86.24	5
135.125.200.99	5
135.237.122.43	5
135.237.125.26	5
135.237.125.92	5
135.237.126.41	5
135.237.126.199	5
135.237.126.224	5
136.175.178.76	5
136.248.247.188	5
137.131.239.171	5
137.184.75.235	5
137.184.85.224	5
137.184.87.232	5
137.184.178.14	5
137.184.183.1	5
137.184.228.138	5
138.68.128.35	5
138.68.136.95	5
138.68.248.251	5
138.124.158.150	5
138.197.95.181	5
138.197.132.220	5
138.197.153.44	5
138.197.206.65	5
138.199.35.3	5
138.199.35.10	5
139.19.117.197	5
139.59.36.12	5
139.59.58.25	5
139.59.66.22	5
139.59.78.252	5
139.59.89.236	5
139.59.90.78	5
139.59.157.104	5
139.99.133.77	5
139.99.161.224	5
139.162.173.209	5
139.162.186.99	5
140.246.108.106	5
140.249.21.1	5
140.249.23.18	5
140.249.23.134	5
140.249.212.172	5
140.249.223.130	5
141.98.10.37	5
141.98.11.166	5
141.98.210.23	5
142.93.160.46	5
142.93.167.198	5
142.93.228.250	5
142.93.235.194	5
143.0.120.224	5
143.14.107.8	5
143.64.168.136	5
143.110.137.94	5
143.110.220.114	5
143.110.251.173	5
143.198.109.152	5
143.198.142.218	5
143.198.161.12	5
143.202.131.118	5
143.244.134.73	5
144.31.152.46	5
144.48.8.10	5
144.217.161.30	5
146.190.29.141	5
146.190.79.63	5
146.190.83.66	5
146.190.231.47	5
146.190.237.41	5
147.50.227.79	5
147.182.241.81	5
147.185.132.9	5
147.185.132.12	5
147.185.132.14	5
147.185.132.18	5
147.185.132.31	5
147.185.132.33	5
147.185.132.37	5
147.185.132.45	5
147.185.132.53	5
147.185.132.54	5
147.185.132.55	5
147.185.132.61	5
147.185.132.66	5
147.185.132.67	5
147.185.132.70	5
147.185.132.73	5
147.185.132.75	5
147.185.132.76	5
147.185.132.87	5
147.185.132.88	5
147.185.132.90	5
147.185.132.91	5
147.185.132.94	5
147.185.132.97	5
147.185.132.100	5
147.185.132.105	5
147.185.132.106	5
147.185.132.109	5
147.185.132.111	5
147.185.132.117	5
147.185.132.120	5
147.185.132.129	5
147.185.132.132	5
147.185.132.135	5
147.185.132.136	5
147.185.132.144	5
147.185.132.156	5
147.185.132.165	5
147.185.132.168	5
147.185.132.178	5
147.185.132.179	5
147.185.132.180	5
147.185.132.196	5
147.185.132.198	5
147.185.132.204	5
147.185.132.207	5
147.185.132.219	5
147.185.132.222	5
147.185.132.231	5
147.185.132.232	5
147.185.132.237	5
147.185.132.249	5
147.185.133.15	5
147.185.133.36	5
147.185.133.41	5
147.185.133.46	5
147.185.133.48	5
147.185.133.71	5
147.185.133.102	5
147.185.133.110	5
147.185.133.126	5
147.185.133.132	5
147.185.133.146	5
147.185.133.152	5
147.185.133.183	5
147.185.133.222	5
147.185.133.228	5
147.185.133.237	5
147.185.133.247	5
148.153.56.174	5
149.86.227.60	5
150.5.129.10	5
150.95.157.171	5
150.139.195.73	5
150.139.201.247	5
150.223.20.12	5
151.80.141.196	5
151.158.206.79	5
152.32.128.85	5
152.32.129.17	5
152.32.129.186	5
152.32.129.236	5
152.32.131.112	5
152.32.132.139	5
152.32.132.215	5
152.32.133.103	5
152.32.134.156	5
152.32.134.231	5
152.32.135.139	5
152.32.140.22	5
152.32.141.9	5
152.32.144.167	5
152.32.150.117	5
152.32.170.42	5
152.32.170.230	5
152.32.171.99	5
152.32.171.213	5
152.32.172.161	5
152.32.182.165	5
152.32.183.231	5
152.32.185.214	5
152.32.187.135	5
152.32.187.190	5
152.32.203.205	5
152.32.206.160	5
152.32.207.172	5
152.32.207.229	5
152.32.209.152	5
152.32.211.151	5
152.32.212.41	5
152.32.213.170	5
152.32.218.149	5
152.32.218.244	5
152.32.226.33	5
152.32.235.36	5
152.32.235.160	5
152.32.238.146	5
152.32.239.15	5
152.32.239.206	5
152.32.245.186	5
152.32.251.174	5
152.32.253.205	5
152.42.140.204	5
152.53.184.147	5
152.53.248.125	5
152.200.205.180	5
152.200.217.230	5
152.250.243.47	5
153.37.177.219	5
153.99.92.11	5
154.26.128.180	5
154.57.216.142	5
154.82.73.111	5
154.82.111.18	5
154.82.113.13	5
154.91.90.27	5
154.116.240.3	5
154.117.199.56	5
154.198.162.75	5
154.201.87.251	5
154.209.4.208	5
154.221.17.42	5
154.222.30.155	5
155.4.244.107	5
155.4.244.169	5
155.4.244.179	5
155.4.245.222	5
155.133.129.45	5
156.225.18.240	5
156.227.232.33	5
156.227.232.239	5
156.227.233.77	5
156.227.233.245	5
156.227.236.72	5
156.227.237.176	5
156.236.75.64	5
156.236.75.188	5
156.238.246.148	5
156.238.252.133	5
156.245.239.180	5
156.251.179.157	5
157.7.113.83	5
157.10.161.11	5
157.10.161.105	5
157.10.252.160	5
157.15.59.98	5
157.15.59.109	5
157.15.59.113	5
157.20.207.165	5
157.230.150.182	5
157.245.125.199	5
157.245.233.218	5
158.51.96.38	5
158.69.194.34	5
158.69.207.90	5
158.174.211.17	5
158.178.137.15	5
158.178.141.16	5
158.220.104.210	5
159.65.19.149	5
159.65.23.199	5
159.89.198.208	5
159.138.236.83	5
159.138.240.117	5
159.223.37.230	5
159.223.54.90	5
160.22.123.78	5
160.119.76.42	5
160.119.76.44	5
160.187.54.87	5
160.187.240.90	5
160.191.89.7	5
160.202.130.71	5
160.242.96.43	5
160.251.197.41	5
160.251.251.171	5
161.35.35.151	5
161.35.84.126	5
161.35.87.209	5
161.97.73.44	5
161.118.185.2	5
161.132.125.161	5
161.248.189.72	5
162.19.243.145	5
162.142.125.37	5
162.142.125.40	5
162.142.125.44	5
162.142.125.45	5
162.142.125.113	5
162.142.125.115	5
162.142.125.126	5
162.142.125.196	5
162.142.125.217	5
162.142.125.221	5
162.142.125.223	5
162.216.149.13	5
162.216.149.23	5
162.216.149.35	5
162.216.149.71	5
162.216.149.75	5
162.216.149.88	5
162.216.149.95	5
162.216.149.110	5
162.216.149.145	5
162.216.149.158	5
162.216.149.168	5
162.216.149.202	5
162.216.150.5	5
162.216.150.17	5
162.216.150.33	5
162.216.150.34	5
162.216.150.79	5
162.216.150.91	5
162.216.150.99	5
162.216.150.103	5
162.216.150.122	5
162.216.150.143	5
162.216.150.147	5
162.216.150.151	5
162.216.150.178	5
162.216.150.185	5
162.216.150.203	5
162.216.150.228	5
162.216.150.240	5
162.216.150.246	5
162.223.91.130	5
162.240.109.153	5
162.240.163.162	5
162.240.212.247	5
162.240.230.228	5
162.241.29.37	5
162.241.127.152	5
163.5.66.53	5
163.5.79.129	5
163.7.2.231	5
163.7.3.26	5
163.7.3.156	5
163.7.4.33	5
163.7.6.154	5
163.7.9.84	5
163.7.10.112	5
163.53.168.23	5
164.90.138.136	5
164.90.214.16	5
164.92.219.229	5
164.152.250.192	5
165.22.72.144	5
165.22.84.8	5
165.22.125.112	5
165.22.127.78	5
165.22.184.62	5
165.22.213.99	5
165.22.237.108	5
165.154.1.202	5
165.154.1.212	5
165.154.6.17	5
165.154.6.66	5
165.154.6.89	5
165.154.6.95	5
165.154.6.100	5
165.154.6.116	5
165.154.6.136	5
165.154.6.150	5
165.154.6.153	5
165.154.6.208	5
165.154.12.82	5
165.154.20.230	5
165.154.22.6	5
165.154.22.88	5
165.154.22.211	5
165.154.22.233	5
165.154.23.81	5
165.154.36.105	5
165.154.41.152	5
165.154.41.182	5
165.154.41.205	5
165.154.120.30	5
165.154.120.253	5
165.154.129.43	5
165.154.129.201	5
165.154.134.19	5
165.154.150.65	5
165.154.162.102	5
165.154.162.212	5
165.154.172.72	5
165.154.172.244	5
165.154.173.120	5
165.154.173.204	5
165.154.177.119	5
165.154.182.92	5
165.154.182.154	5
165.154.182.168	5
165.154.182.223	5
165.154.205.128	5
165.154.221.151	5
165.154.229.58	5
165.154.231.129	5
165.227.3.79	5
165.227.21.86	5
165.227.29.31	5
165.227.47.112	5
165.227.83.74	5
165.227.119.154	5
165.227.152.183	5
165.227.162.221	5
165.227.168.43	5
165.227.229.191	5
165.232.101.23	5
165.232.163.9	5
166.1.60.230	5
167.71.71.3	5
167.71.102.215	5
167.71.142.172	5
167.71.206.153	5
167.71.238.176	5
167.94.138.40	5
167.94.138.41	5
167.94.138.42	5
167.94.138.45	5
167.94.138.47	5
167.94.138.48	5
167.94.138.52	5
167.94.138.53	5
167.94.138.55	5
167.94.138.56	5
167.94.138.60	5
167.94.138.113	5
167.94.138.115	5
167.94.138.117	5
167.94.138.118	5
167.94.138.119	5
167.94.138.121	5
167.94.138.122	5
167.94.138.124	5
167.94.138.162	5
167.94.138.163	5
167.94.138.167	5
167.94.138.168	5
167.94.138.169	5
167.94.138.172	5
167.94.138.173	5
167.94.138.176	5
167.94.138.178	5
167.94.138.179	5
167.94.138.180	5
167.94.138.184	5
167.94.138.189	5
167.94.138.193	5
167.94.138.195	5
167.94.138.196	5
167.94.138.199	5
167.94.138.200	5
167.94.138.204	5
167.94.138.206	5
167.94.146.50	5
167.94.146.54	5
167.99.78.165	5
167.99.107.159	5
167.99.142.36	5
167.99.149.55	5
167.99.169.39	5
167.172.80.211	5
167.172.117.15	5
167.172.120.246	5
167.172.182.146	5
168.167.72.132	5
168.167.228.123	5
170.64.167.72	5
170.64.226.171	5
170.64.231.189	5
170.79.37.82	5
170.79.37.88	5
170.233.184.49	5
170.238.160.191	5
170.254.80.78	5
171.8.42.112	5
171.25.158.57	5
171.25.158.68	5
171.25.158.70	5
171.25.158.73	5
171.25.158.77	5
171.83.25.254	5
171.244.40.3	5
171.244.61.82	5
172.86.66.35	5
172.104.11.34	5
172.105.69.26	5
172.105.128.13	5
172.172.131.149	5
172.172.186.3	5
172.172.214.224	5
172.174.72.225	5
172.185.24.228	5
172.190.142.151	5
172.190.142.176	5
172.191.157.64	5
172.191.239.155	5
172.202.118.22	5
172.202.118.39	5
172.202.118.46	5
172.202.118.72	5
172.203.149.63	5
172.208.49.189	5
172.211.56.214	5
172.235.168.35	5
172.235.181.217	5
172.236.228.39	5
172.236.228.86	5
172.236.228.218	5
172.236.228.220	5
172.236.228.245	5
173.224.115.124	5
174.115.146.36	5
174.138.87.207	5
175.6.101.15	5
175.6.185.205	5
175.12.108.55	5
175.107.201.149	5
175.125.92.77	5
175.170.144.17	5
175.198.28.246	5
175.200.104.40	5
175.205.18.22	5
176.53.96.10	5
176.65.132.5	5
176.65.132.143	5
176.65.132.218	5
176.65.149.215	5
176.116.18.208	5
177.0.167.126	5
177.11.196.84	5
177.36.214.46	5
177.36.220.22	5
177.70.2.220	5
177.94.206.38	5
177.157.206.13	5
178.20.55.16	5
178.27.90.142	5
178.49.109.109	5
178.62.15.168	5
178.63.130.241	5
178.128.92.222	5
178.128.121.29	5
178.128.205.5	5
178.128.247.18	5
178.130.46.2	5
178.208.94.76	5
178.251.232.252	5
179.32.33.161	5
179.33.186.150	5
179.57.170.71	5
179.61.251.19	5
179.125.124.14	5
179.183.192.58	5
180.76.98.88	5
180.76.98.164	5
180.76.104.44	5
180.76.105.16	5
180.76.115.202	5
180.76.141.1	5
180.76.147.239	5
180.76.170.111	5
180.76.172.156	5
180.76.176.249	5
180.76.185.165	5
180.76.202.69	5
180.76.227.2	5
180.76.236.214	5
180.76.250.38	5
180.93.172.213	5
180.100.198.252	5
180.101.148.94	5
180.103.127.240	5
180.106.80.16	5
180.106.83.59	5
180.110.149.157	5
180.153.91.15	5
180.167.96.50	5
180.169.100.182	5
180.180.109.40	5
180.184.52.206	5
180.184.86.82	5
180.184.93.3	5
180.184.160.202	5
180.184.160.246	5
180.184.161.95	5
180.184.176.74	5
180.213.44.242	5
181.0.209.22	5
181.49.8.57	5
181.49.117.132	5
181.104.58.194	5
181.104.58.196	5
181.104.58.197	5
181.115.147.5	5
181.167.144.229	5
181.176.14.90	5
181.177.9.119	5
181.188.176.244	5
181.191.128.18	5
181.237.107.128	5
182.18.180.44	5
182.40.195.233	5
182.42.93.139	5
182.43.76.120	5
182.43.164.191	5
182.43.221.112	5
182.43.235.75	5
182.61.46.57	5
182.78.107.6	5
182.79.86.102	5
182.92.202.149	5
182.95.109.138	5
182.95.176.194	5
182.140.180.16	5
182.150.115.56	5
182.244.5.153	5
183.6.91.151	5
183.36.126.68	5
183.62.69.212	5
183.66.149.42	5
183.82.111.224	5
183.91.11.36	5
183.94.33.245	5
183.150.182.246	5
183.166.94.133	5
183.207.186.22	5
183.220.237.28	5
183.232.212.207	5
183.247.171.186	5
183.250.89.44	5
184.105.139.69	5
184.105.139.70	5
184.105.247.195	5
184.105.247.254	5
184.168.21.211	5
185.16.214.226	5
185.40.30.168	5
185.86.76.213	5
185.93.89.60	5
185.93.89.64	5
185.93.89.72	5
185.100.87.136	5
185.113.139.51	5
185.121.0.25	5
185.146.166.44	5
185.148.13.227	5
185.153.231.45	5
185.158.23.150	5
185.169.4.166	5
185.177.72.13	5
185.177.72.22	5
185.177.72.23	5
185.177.72.49	5
185.177.72.56	5
185.180.141.2	5
185.180.141.3	5
185.180.141.4	5
185.180.141.33	5
185.180.141.40	5
185.180.141.67	5
185.180.141.68	5
185.193.156.155	5
185.196.8.6	5
185.196.9.205	5
185.196.10.197	5
185.196.10.248	5
185.196.11.54	5
185.201.147.210	5
185.203.236.212	5
185.208.159.132	5
185.215.180.182	5
185.216.116.13	5
185.216.119.134	5
185.217.1.246	5
185.220.101.6	5
185.220.101.12	5
185.220.101.33	5
185.220.101.46	5
185.224.128.16	5
185.226.196.12	5
185.226.196.28	5
185.226.196.29	5
185.226.197.28	5
185.226.197.44	5
185.226.197.52	5
185.226.197.54	5
185.226.197.55	5
185.226.197.58	5
185.226.197.65	5
185.226.198.4	5
185.226.198.7	5
185.233.3.95	5
185.239.84.249	5
185.239.87.249	5
185.242.226.17	5
185.242.226.19	5
185.246.128.171	5
185.246.222.22	5
185.246.222.160	5
185.247.184.146	5
185.252.232.247	5
185.255.212.178	5
186.10.86.130	5
186.19.138.103	5
186.30.115.187	5
186.31.95.163	5
186.38.26.5	5
186.39.15.221	5
186.39.72.50	5
186.72.123.54	5
186.96.145.241	5
186.216.246.255	5
186.232.80.52	5
187.8.120.90	5
187.58.241.90	5
187.63.239.201	5
187.107.88.97	5
187.141.71.166	5
187.154.126.94	5
187.174.238.116	5
187.191.2.214	5
187.194.129.137	5
187.251.132.2	5
188.32.210.218	5
188.127.250.20	5
188.130.206.131	5
188.132.197.124	5
188.166.19.241	5
188.166.108.19	5
188.166.166.214	5
188.166.172.119	5
188.166.243.1	5
189.50.142.78	5
189.50.142.82	5
189.90.33.23	5
189.152.42.213	5
189.152.44.50	5
189.178.105.238	5
189.194.140.170	5
189.203.163.10	5
189.222.235.140	5
190.0.63.226	5
190.92.234.12	5
190.111.203.33	5
190.117.96.174	5
190.119.63.98	5
190.153.249.99	5
190.156.238.162	5
190.181.25.210	5
190.181.27.27	5
190.184.222.63	5
191.17.92.19	5
191.37.72.46	5
192.99.169.99	5
192.159.99.113	5
192.159.99.132	5
193.24.211.52	5
193.24.211.93	5
193.32.162.151	5
193.70.39.9	5
193.123.245.198	5
193.142.146.230	5
193.176.29.200	5
193.233.48.169	5
193.233.199.231	5
194.107.115.65	5
194.107.115.199	5
194.156.248.188	5
194.164.59.59	5
194.164.195.247	5
194.165.16.162	5
194.165.16.164	5
194.190.153.226	5
195.3.221.8	5
195.7.7.17	5
195.158.4.216	5
195.178.191.5	5
195.184.76.127	5
195.184.76.202	5
196.115.10.13	5
196.188.63.205	5
196.188.120.232	5
196.189.51.112	5
196.189.155.89	5
196.189.237.92	5
196.216.81.126	5
197.5.145.114	5
197.5.145.150	5
197.156.233.204	5
197.199.224.52	5
197.219.228.250	5
197.225.146.23	5
197.243.0.62	5
197.248.7.232	5
197.248.207.139	5
198.7.124.229	5
198.235.24.41	5
198.235.24.47	5
198.235.24.49	5
198.235.24.59	5
198.235.24.70	5
198.235.24.71	5
198.235.24.74	5
198.235.24.77	5
198.235.24.86	5
198.235.24.89	5
198.235.24.93	5
198.235.24.105	5
198.235.24.107	5
198.235.24.118	5
198.235.24.124	5
198.235.24.126	5
198.235.24.127	5
198.235.24.162	5
198.235.24.165	5
198.235.24.167	5
198.235.24.196	5
198.235.24.201	5
198.235.24.220	5
198.235.24.221	5
198.235.24.235	5
198.235.24.236	5
198.235.24.246	5
198.235.24.254	5
198.235.24.255	5
199.45.154.115	5
199.45.154.119	5
199.45.154.122	5
199.45.154.130	5
199.45.154.139	5
199.45.154.142	5
199.45.154.150	5
199.45.154.152	5
199.45.154.153	5
199.45.154.154	5
199.45.154.156	5
199.45.154.157	5
199.45.154.158	5
199.45.154.159	5
199.45.155.66	5
199.45.155.68	5
199.45.155.75	5
199.45.155.76	5
199.45.155.83	5
199.45.155.84	5
199.45.155.85	5
199.45.155.97	5
199.45.155.100	5
199.45.155.102	5
199.45.155.103	5
199.45.155.105	5
199.45.155.106	5
199.45.155.110	5
199.195.251.10	5
200.46.125.168	5
200.89.178.151	5
200.91.236.125	5
200.118.150.20	5
200.225.246.102	5
201.6.100.191	5
201.17.133.138	5
201.61.40.117	5
201.63.223.138	5
201.71.192.108	5
201.149.53.243	5
201.186.40.250	5
201.217.12.57	5
201.245.201.162	5
201.249.192.30	5
201.249.205.94	5
202.4.106.201	5
202.51.214.98	5
202.79.29.108	5
202.103.55.158	5
202.105.188.66	5
202.125.94.71	5
202.155.157.129	5
202.165.14.122	5
202.165.15.132	5
202.165.16.9	5
202.165.16.198	5
202.165.29.119	5
202.184.141.29	5
202.188.47.41	5
203.2.164.205	5
203.6.235.51	5
203.23.199.89	5
203.25.208.110	5
203.55.81.1	5
203.57.39.187	5
203.83.231.93	5
203.90.110.186	5
203.116.129.55	5
203.130.248.214	5
203.145.34.165	5
203.145.34.240	5
203.177.0.71	5
203.186.60.250	5
203.193.147.37	5
203.194.106.66	5
203.198.129.123	5
203.198.173.137	5
203.201.62.102	5
203.205.37.233	5
203.228.30.198	5
205.210.31.37	5
205.210.31.46	5
205.210.31.52	5
205.210.31.60	5
205.210.31.64	5
205.210.31.65	5
205.210.31.67	5
205.210.31.68	5
205.210.31.69	5
205.210.31.74	5
205.210.31.75	5
205.210.31.76	5
205.210.31.77	5
205.210.31.80	5
205.210.31.95	5
205.210.31.96	5
205.210.31.102	5
205.210.31.107	5
205.210.31.163	5
205.210.31.164	5
205.210.31.167	5
205.210.31.173	5
205.210.31.174	5
205.210.31.178	5
205.210.31.201	5
205.210.31.207	5
205.210.31.212	5
205.210.31.219	5
205.210.31.226	5
205.210.31.227	5
205.210.31.230	5
205.210.31.237	5
205.210.31.244	5
205.210.31.252	5
206.81.27.161	5
206.168.34.32	5
206.168.34.34	5
206.168.34.35	5
206.168.34.42	5
206.168.34.43	5
206.168.34.45	5
206.168.34.46	5
206.168.34.47	5
206.168.34.52	5
206.168.34.53	5
206.168.34.54	5
206.168.34.56	5
206.168.34.57	5
206.168.34.58	5
206.168.34.59	5
206.168.34.114	5
206.168.34.118	5
206.168.34.120	5
206.168.34.121	5
206.168.34.122	5
206.168.34.123	5
206.168.34.193	5
206.168.34.194	5
206.168.34.195	5
206.168.34.197	5
206.168.34.199	5
206.168.34.200	5
206.168.34.201	5
206.168.34.204	5
206.168.34.205	5
206.168.34.209	5
206.168.34.212	5
206.168.34.215	5
206.168.34.218	5
206.168.34.221	5
206.189.58.8	5
206.189.80.102	5
207.90.244.3	5
207.90.244.13	5
207.90.244.25	5
207.154.254.44	5
207.180.211.173	5
207.180.229.239	5
208.69.84.112	5
209.38.46.16	5
209.38.68.213	5
209.38.71.213	5
209.38.165.191	5
209.38.238.207	5
209.97.142.187	5
209.97.143.157	5
209.97.161.72	5
209.97.180.213	5
209.141.41.212	5
209.141.47.217	5
209.141.53.124	5
209.141.62.124	5
210.14.142.89	5
210.79.190.22	5
210.79.190.31	5
210.79.190.209	5
210.79.191.115	5
210.79.191.199	5
210.79.191.216	5
210.90.155.178	5
211.104.166.110	5
211.169.212.206	5
211.200.98.61	5
211.213.96.6	5
211.219.22.213	5
211.253.31.30	5
211.253.37.225	5
211.254.212.59	5
212.11.64.103	5
212.11.64.156	5
212.11.64.229	5
212.23.222.58	5
212.33.235.243	5
212.80.219.25	5
212.87.220.80	5
212.115.54.84	5
212.154.234.9	5
212.175.150.188	5
213.21.239.4	5
213.74.255.86	5
213.176.16.229	5
213.177.179.79	5
213.205.79.50	5
213.222.166.208	5
213.225.15.126	5
216.155.93.75	5
216.180.127.201	5
216.180.246.8	5
216.180.246.12	5
216.180.246.16	5
216.180.246.22	5
216.180.246.33	5
216.180.246.38	5
216.180.246.39	5
216.180.246.41	5
216.180.246.45	5
216.180.246.51	5
216.180.246.52	5
216.180.246.53	5
216.180.246.56	5
216.180.246.58	5
216.180.246.61	5
216.180.246.75	5
216.180.246.81	5
216.180.246.82	5
216.180.246.85	5
216.180.246.87	5
216.180.246.98	5
216.180.246.106	5
216.180.246.113	5
216.180.246.114	5
216.180.246.117	5
216.180.246.121	5
216.180.246.132	5
216.180.246.133	5
216.180.246.134	5
216.180.246.139	5
216.180.246.145	5
216.180.246.151	5
216.180.246.154	5
216.180.246.155	5
216.180.246.156	5
216.180.246.158	5
216.180.246.159	5
216.180.246.162	5
216.180.246.166	5
216.180.246.168	5
216.180.246.172	5
216.180.246.177	5
216.180.246.179	5
216.180.246.202	5
216.180.246.206	5
216.180.246.219	5
216.180.246.220	5
216.180.246.230	5
216.180.246.241	5
216.180.246.243	5
216.189.157.132	5
216.218.206.69	5
216.232.188.224	5
217.76.61.130	5
217.113.17.231	5
217.154.106.153	5
217.154.192.185	5
217.216.80.101	5
218.0.56.78	5
218.0.63.25	5
218.4.91.163	5
218.4.179.173	5
218.29.196.162	5
218.51.148.194	5
218.76.247.30	5
218.78.24.117	5
218.78.46.81	5
218.78.92.220	5
218.78.104.226	5
218.90.138.78	5
218.108.212.174	5
219.144.80.143	5
219.152.170.58	5
219.152.202.199	5
219.152.230.125	5
219.153.100.188	5
219.248.65.30	5
220.93.167.144	5
220.118.173.234	5
220.119.37.141	5
220.149.212.190	5
220.195.3.110	5
220.205.123.186	5
221.7.195.43	5
221.139.88.149	5
221.178.246.21	5
221.182.17.236	5
221.213.129.46	5
221.226.17.34	5
221.229.219.176	5
221.229.220.180	5
222.71.116.214	5
222.71.205.34	5
222.76.248.54	5
222.86.201.224	5
222.89.169.98	5
222.93.127.249	5
222.98.122.37	5
222.108.0.231	5
222.110.147.56	5
222.128.55.82	5
222.186.13.130	5
222.208.64.40	5
222.219.131.47	5
222.219.131.90	5
222.222.168.9	5
222.232.176.7	5
222.255.214.79	5
223.17.5.126	5
223.86.30.28	5
223.123.65.5	5
223.123.65.63	5
223.166.87.212	5
223.197.248.209	5
223.221.38.226	5
223.241.247.227	5
223.244.22.213	5
223.244.25.6	5
194.27.159.36	5
51.68.226.87	5
